Restoran,Yazar,Yazar Yorum Sayısı,Yazar Foto Sayısı,Yerel Rehber,Puan,Tarih,Yorum,İşletme Yanıtı,Yanıt Tarihi,Bu Yorumda Foto,Yorum ID
Cümcük Restoran,Tuğba Demir,12,11,Evet,5,8 ay önce,Mis mis mis gibi bir yer. Tertemiz gönül rahatlığıyla yemek yenir. Ev yemekleri var. Mezeleri efsane güzel. Çalışanlar aşırı ilgili ve güler yüzlü. tüm ekinin emeğine sağlık.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21GNlkwaExUelZvUTA5SVZGZGlPVXM1WmxCdU1XYxAB
Cümcük Restoran,Ahmet Arısoy,31,9,Evet,5,8 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21wYVExVXpibUZyVkZWRVMwWkhNbGQxU1VGWE4xRRAB
Cümcük Restoran,Burcin T,69,118,Evet,4,9 ay önce,"Sinop mantısı harika, tekrar tekrar geldik. Sürekli aşerebilirsiniz. Aile işletmesi bir yer o yüzden sıcak bir atmosfere sahip. Hava güzelken bahçede oturmak da çok keyifli oluyor. Profiterol de meşhurmuş ama bizim damak tadımıza pek uymadı. Çikolatasının tadı çok bitterdi",,,2,Ci9DQUlRQUNvZENodHljRjlvT2xaS2VFeHJiVVUyZVU1WlZEWlBVV1phYUZWVVRXYxAB
Cümcük Restoran,Mehmet Has,7,11,Evet,5,9 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xSU1FXdzJPV1k0U1VWVE9UVTFXRXczUVVrd2NrRRAB
Cümcük Restoran,Duru K,33,12,Evet,1,9 ay önce,"Oturduk siparis verdik, 15 dakika geçti. Bizimle aynı zamanda oturan masanın yemeği geldi. Bir 10 dakika daha bekleyip bizim yemegimizin de gelmek üzere olduğunu sanarken garson gelip tepsi mantısı kalmadığını söyledi, yerine ne isteriz diye sordu. Kalmamış olabilir, ama bu kadar uzun süre bizi neden aç aç beklettiler onu anlamadım. Böyle ilgisiz, iş bilmez servis görmedim. Kalkıp gittiğimiz için yemeğe yorum yapmıyorum. Hiç kimseye tavsiye etmem, bir daha da gelmem.",,,0,Ci9DQUlRQUNvZENodHljRjlvT201SVJVTlFNV3R4WVV0T01Ua3ljRXhPT0RGMWNGRRAB
Cümcük Restoran,Mahmut Ören,108,61,Evet,4,9 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xWRlpubG9XVFJ1YzNNd1VWZHlOVXd0VUhFNFZYYxAB
Cümcük Restoran,Cihangir pancaroğlu,44,81,Evet,5,9 ay önce,Martılar ve mezeler güzel ama fiyatlar bana biraz fazla geldi  emeğe saygısızlık olmasın tabi ki,,,0,Ci9DQUlRQUNvZENodHljRjlvT25SUlRUWndUVUZYZVhndE5VWnBSRUk1WjNOalpsRRAB
Cümcük Restoran,ebru gerceker,65,249,Evet,5,9 ay önce,"Mezeler, mantı, yağlama hepsi efsane... personel kadın çalışanlardan oluşuyor ortam hijyeni insanın yüzünü güldürüyor, düşünmeden hem akşam yemeğine hem öğlen yemeğine gidin olmadı alın evde yersiniz ... o kadar taze ve lezzetli",,,4,Ci9DQUlRQUNvZENodHljRjlvT20xR04zTlVVMGxMYTFNMWFXbHBiVll5TVRSaExVRRAB
Cümcük Restoran,Ömer Coban,7,1,Hayır,5,9 ay önce,"Müthiş üstü bir mekandı, işletmeci gerçek anlamda bir esnaf son derece ilgiliydi. Mantı çok lezzetliydi, dışarıda yediğim en iyi mantı.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pkcFFXVTBlRkpCVUdGclQyWkVlbmRLYUhOTVNVRRAB
Cümcük Restoran,O. Meral,522,59,Evet,2,9 ay önce düzenlendi,2-3 haftada bir giderim son gittiğimde eski lezzeti bulamadım sanırım yemekleri yapanlar değişti ama izinde oldukları söylendi net bir yorum yapamıyorum yalnız eski lezzet yoktu,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5emJhUEtnEAE
Cümcük Restoran,Yağmur Bayındır,150,384,Evet,5,9 ay önce,"Bazen ogle aralarinda buraya gelirim. Mekan ve hizmet gayet iyi. Kadınlar tarafından isletiliyor. Çalışanlar güler yüzlü ve ilgili. Mantıları çok lezzetli. Makarnalarini da kendileri yapıyorlarmış, ben bir kez denedim ama o sefer beğenmedim. Soğuklarda vişneli yaprak sarması da çok güzel. Ayrıca reyhan şerbeti de yapıyorlar. Kesinlikle tavsiye edeceğim guzel mekanlardan biri",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tFNVJrSnBSRXRvTTFkMGRWcHBSR0pHZUhwV2QzYxAB
Cümcük Restoran,Alper,27,6,Evet,3,9 ay önce,"Ortalama bir yer, malzeme kalitesini de bilemiyorum. Umarım iyidir...",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWUFEzTndRV1ZmVEdaNlJEUlhjelpZVlVwQ1kxRRAB
Cümcük Restoran,irfan avcı,77,10,Evet,4,9 ay önce,Yoldan geçerken neymiş lan bura diye girdim tıka basa doymuş çıktım. Klasik mantı ve yağlama yedim. Mantı bence ortalamaydı fakat yağlama gayet iyiydi.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2paUFpERm1TalZUTFVSNlJIaE9PSGM0VTAxR01sRRAB
Cümcük Restoran,Eranje,123,303,Evet,3,9 ay önce,"Mantıyı denemedik ama makarna vasat.
Hazir makarnaya hazır sos yapilmiscasina tatsız tuzsuz. Bir de fiyat&tat eslestirmesi yapinca cok daha ucurum var olmasi gerekenle gercekte. Umarım mantı hakkını veriyordur.",,,2,Ci9DQUlRQUNvZENodHljRjlvT2xnNVVsaGxXbmxhV1ZCRFJVTjVaRGx6VjBKNGFtYxAB
Cümcük Restoran,Alev Sivaslı,4,,Hayır,2,9 ay önce,"Lezzet sıfır! Mantılar çok kalın, içindeki etin tadını almak imkansızdı. Bildiğin hamur yedik yani. İçli köfte istedik; içinde maydanozlu, değişik bir kıyma vardı ve tadı ete benzemiyordu. Makarna istedik evde yaptığımız 100 kat daha iyidir; makarna nasıl kötü olabilir yahu, makarna bile ÇOK KÖTÜYDÜ. Reklamlara ve kadın işletmesi olmalarına aldanıp gittik ve tam bir hayalkırıklığı yaşadık. Fiyat hamur yemek için çok fazlaydı. Bir daha asla GİTMEM .",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xsNloxTXlTVzVqWHpVelJWSmZlbVJCUW14TVgzYxAB
Cümcük Restoran,aynur kara,1,,Hayır,1,9 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25oSk0weHllV2RsZUdWVVZIWTRZV2czYTFKSFltYxAB
Cümcük Restoran,gözde öztürk,5,,Hayır,5,9 ay önce,"Çalışanların samimiyeti, açık mutfaklarının güveni, yemeklerinin lezzeti çok iyi. Teşekkür  ederiz elinize sağlık.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2sxQldFTnpkVzh5VGtKU2ExaElUREkyYkU4eWJtYxAB
Cümcük Restoran,Kerim Yurdakul,242,247,Evet,5,10 ay önce,"Tertemiz, samimi, minik bir bahçesi var. Çalışanlar ilgili ve güleryüzlü. Mantı dışında makarna ve zeyrinyağlılar da bulunuyor. Ben yaprak mantı denedim. Gayet başarılıydı. Kendi yaptıkları turşudan ikram ediyorlar. Tuvaleti tertemizdi.
Diğer seçenekleri denemeye de geleceğim mutlaka..
Tavsiye ederim",Sayın misafirimiz Kerim Yurdakul. Hizmetimiz ve yemeklerimizle ilgili bizleri çok mutlu eden değerli görüş ve düşüncelerinize çok teşekkür ederiz. Sizi ağırlamaktan bizler de çok mutluyuz. Her zaman bekleriz. Saygı ve sevgilerimizle. 🧿🙏👍 …,9 ay önce,1,Ci9DQUlRQUNvZENodHljRjlvT21wZlJIQlVVa1k0VUc5dmQzRjFPV3hIYW1WVVZVRRAB
Cümcük Restoran,Oguzhan Doğancı,10,1,Hayır,5,10 ay önce,Harikasınız 🤍🥂✨ …,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pJeVRXUmZiVE56WlZaUU1qWXdRemRqYnpCT1UzYxAB
Cümcük Restoran,yetkin taşcı,23,7,Evet,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xNMmMxUm9NekZaUVVOQldYTk1jM3AzVDNab1NtYxAB
Cümcük Restoran,kübra Öcal,22,10,Evet,5,10 ay önce,"Yıllardır geliyoruz. Bu lezzeti herkesin tatması lazım. Sahipleri çok tatlı insanlar. Mix mantı tabağı, orman meyveli enginarı ve limonlu pastası efsane. Mezeleri çok lezzetli. Vişneli yaprak sarması ödüllü. Pazar günleri kapalı. Onun dışında mutlaka gitmenizi tavsiye ederim.","Değerli misafirimiz Kübra Öcal;
Bizlere vakit ayırıp ekip olarak bizleri onore eden ve motivasyonumuzu arttıran kıymetli, samimi yorum ve görüşleriniz için çok teşekkür ederiz. Bizler de sizi her zaman ağırlamaktan mutluluk duyuyoruz. Saygı ve sevgilerimizle. 🧿👍🙏
 …",9 ay önce,1,Ci9DQUlRQUNvZENodHljRjlvT21sZk5tVTVRVXRxTld4ZlkwVm5SVmh4VUhvd2NWRRAB
Cümcük Restoran,Umit Dalli,31,14,Evet,5,10 ay önce,Yıllardır gittiğimiz mekana özleyip bir kez daha gittik. 1 saat yol çektik Yine yanılmadık. Lezzetler mükemmel ilgi alaka mükemmel.. kesinlikle herkesin gidip görmesi gereken bir yer. Zaten gidince vazgeçemiyorsunuz.,,,1,Ci9DQUlRQUNvZENodHljRjlvT2s1VmNHOTBZMVJ3YzJreFExWlFlRWRtU2sxTGQxRRAB
Cümcük Restoran,Hayriye Çukurlu,9,1,Hayır,1,10 ay önce,"eskiden çok severek gelirdik ama artık hizmetleri çok kötü masa örtüleri kirli,  makarnanın üstüne peynir istedik bir tatlı kaşığı kadar getirdiler nerdeyse. içecek ikramıda sorulmadı. bidaha gelmeyeceğiz",,,0,Ci9DQUlRQUNvZENodHljRjlvT21jM1prZEpZbTlOVmpKZmRrUjBTVTF6UlU1S01sRRAB
Cümcük Restoran,Hilmi Eroğlu,216,3,Evet,4,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25wTFlrTXROMVpSWkZNemFISjRSMHgwTVRGRVVsRRAB
Cümcük Restoran,Kerem Şahiner,16,1,Evet,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2twbFVIWmFPWFZTVFVwWlVrOVBjRzV4WTNKNFQxRRAB
Cümcük Restoran,gulce Onal,14,1,Evet,2,10 ay önce,"Mantılar sanırım dondurucudan çıkarılıp haşlanıyor, bu sebeple lezzetsiz geldi. Marketten mantı alıp evde kendiniz haşlayın daha iyi olur. Tabağa tereyağının ismini fısıldamışlar, sadece mantı ve yoğurt yiyorsunuz. Parasını asla hak etmiyor. Yağlama ise fena değil, ama 3 kattan oluştuğu için göze hitap etmiyor",,,0,Ci9DQUlRQUNvZENodHljRjlvT2s5dmVtWnVSV2RVUVRNMWQyZHlSRk15WlVkM00zYxAB
Cümcük Restoran,Beste ÜNAL,2,3,Hayır,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pCR1FVNHdORVZmUkdGTFExRnFhR2xqVjFoRVJGRRAB
Cümcük Restoran,Zeynep Küçük Bayrak,72,19,Evet,5,11 ay önce,Güzel bi ortam çok samimi bir atmosfere sahip. 1 porsiyon Sinop mantısı ve 1 porsiyon klasik mantı söyledik çok lezzetliydi ürünler. Sinop mantısını ilk defa yedim ve bayıldım her üründe el emeği olduğu oldukça belli lezzetine diyecek söz yok çok iyiydi,"Sayın Zeynep Küçük Bayrak öncelikle vakit ayırdığınız ve bizleri onore eden kıymetli yorumunuz için çok teşekkür ediyoruz. Her zaman bekleriz. Saygı ve sevgilerimizle. 🧿🙏👍
 …",9 ay önce,2,Ci9DQUlRQUNvZENodHljRjlvT2tWNFZYWllRM1p3VUZOcFJqSnVaRk0zTFZOR1QwRRAB
Cümcük Restoran,Sevda Güney,3,,Hayır,1,11 ay önce,"Bizim gibi yoruma bakarak gidenler için yazmak istedim, beklediğimiz kadar lezzet yoktu kötü değil denenebilir, mezede de mantılarda da tuz problemi vardı. Epeydir merak ediyorduk denedik ama bir daha gidilmesine gerek olmaz, o lezzeti her yerde bulabiliriz. Gelelim servis e, ilk defa böyle bi servis gördüm, içecek istedik basanın başına gelip bırakıyorlar, şişe içecekleri açacakla kendimiz açtık, servis kâğıdı serdiler sağolsunlar ama tabakları falan arkadaşlar birbirimize uzattık, çatal kaşık ortaya kondu kendimiz dağıttık, suratsız kadın bi personel vardı bişe konuşurken insanın yüzüne de bakmıyor. Servis benim için önemli diyen aman gitmesin, yiyecekler de aman aman değil..",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pKc1FYbHNZVkIzYVRRdE9EbE5jMncxWm14Q1VWRRAB
Cümcük Restoran,SB MUHENDİSLİK İNŞAAT,475,2266,Evet,5,11 ay önce,"Gerçekten çok ilgililer ..içerde bir sürü hanımlar var vızır vızır çalışıyorlar.ikramlarıda süper asıl haber enginarından,girit ezmesine kadar soğuk mezeler var taze taze...ayrıca çokta ilgililir. Ellerinize saglık her şey çok güzeldi...çok tavsiyemdir..👍 …",,,4,Ci9DQUlRQUNvZENodHljRjlvT25GMk5sWlZVMlZTYjFvd1ZtRlhlVmxvVEZSdFZGRRAB
Cümcük Restoran,ali can demirci,238,104,Evet,5,11 ay önce,"Tepsi mantı tam bir efsaneydi ve doyurucuydu, işletme sahibi güler yüzlü ve çok ilgili. Mekan biraz küçük ama yazları bahçede oturmak keyifliydi, tavsiye ederim",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xWVlZIbFRMV05zUlZKVE9GbFFNSFJKVWxkWWNIYxAB
Cümcük Restoran,Aynur Kara,10,,Hayır,2,11 ay önce,"Porsiyonları çok az, reçel kaplarında yarım porsiyon servis ediliyor. Tam porsiyonda yarım porsiyon kadar. Bu nedenle rakamlar çok yüksek kalabiliyor. Doymadan kalkabilirsiniz. Önerim yarım doyacak kadar evinizde yiyin...",,,0,Ci9DQUlRQUNvZENodHljRjlvT21NNFdWSnNlV3RDUkdWT1NGazNVVWhQYXpWSE4zYxAB
Cümcük Restoran,Kardelen,17,10,Evet,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tKdlJsZHhjMU0wYjBweUxXeDJURlpoY1ZkU2FsRRAB
Cümcük Restoran,barış özdemir,,,Hayır,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tKRWRFRldOM0pQY3pGV2MyOUJOR2x2U1MweFNGRRAB
Cümcük Restoran,çağla güven,65,111,Evet,5,11 ay önce,"Lezzetli yemekler
İlgili ve güler yüzlü çalışanlar
Hoş salaş bir atmosfer :)
Porsiyonları büyük
Sırayla söylemenizi tavsiye ederim çünkü hızlı doyuyorsunuz.
Bir de ana yemek çeşitleri bana çok sınırlı geldi.
Nacizane tavsiyem ana yemek çeşidinin arttırılması yönünde 🙏🏼",,,3,Ci9DQUlRQUNvZENodHljRjlvT25samNYZGpVMWhaTFRsU1YyWkJMVWxVVTB0UWNsRRAB
Cümcük Restoran,su06 su06,11,2,Hayır,5,11 ay önce,"Uzun zamandır  gelmek  istediğim  bir yerdi
Lezzet muhteşem  mekan sahibi çok  kibar ve ilgili bir bey çok teşekkür ederiz  hersey için",,,0,Ci9DQUlRQUNvZENodHljRjlvT21SWmJWRkpRV2c1U1hWSE4ySnRaVFZwVjJoSmNVRRAB
Cümcük Restoran,metin çalışkan,14,2,Hayır,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25kUGRUQlJSVE5ZUldsclFYZEVkMHhTVW1OSlEzYxAB
Cümcük Restoran,Meltem Erkoçak,4,,Hayır,3,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoTWNGTTVUakpuYzFwM2JHdE5jbDg0UTNCVE5FRRAB
Cümcük Restoran,Evren Konanc,43,8,Evet,4,bir yıl önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tRNE1rNVBVbTV4VGtSQ1VVeHJlSGN5WldkSWIyYxAB
Cümcük Restoran,Fırat Hoca Pathmakersan,47,19,Evet,5,bir yıl önce,Butik bir mekan gibi görünse de muhteşem bir servis ve lezzeti var. Kesinlikle en iyisi.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tZeFltUnBVM0pvTUU1M2FVTmpYMjFwTFZScWRrRRAB
Cümcük Restoran,Betül Zehra,36,23,Evet,5,bir yıl önce,Uzun zamandır gelmek istiyordum. Mantılarının yanında zeytinyağlıları da var. Sahibi çok ilgili bir bey. Sadece bahçeye az masa sığıyor biraz genişletilmesi gerek. Çiğköfteyi ve bademli mantarlu yoğurtlu ezmeyi çok beğendim. Tepsi mantısı ve klasik mantı da mantılar arasında en sevdiğim oldu. Teşekkürler,Sayın Betül Zehra sizler gibi kıymetli misafirlerimizin samimi ve güzel yorumları bizleri çok gururlandırıyor. Vaktinizi ayırdığınız ve bizleri onore eden bu güzel yorumu bizlerle paylaştığınız için çok teşekkür ediyoruz . Her zaman bekleriz. Saygı ve sevgilerimizle. 🧿👍🙏 …,9 ay önce,1,Ci9DQUlRQUNvZENodHljRjlvT2w5UmJERmZNRFJqTlVjeVZsSkdkbXRuWVVkc04yYxAB
Cümcük Restoran,refaettin kurt,79,146,Evet,5,bir yıl önce,"Bazen bazı mekanlarda kendinizi evinizde hissedersiniz, bu restoran da güler yüzlü hizmeti ile ve sundukları yemekleri ile sizlere bu hissiyatı fazlasıyla hissettirecektir. Bu restoranda özellikle bol miktarda mantı çeşidi bulabilirsiniz bol miktarda zeytinyağlı çeşitleri bulabilirsiniz ve ev yapımı inanılmaz başarılı çeşitli turşular bulabilirsiniz. Ayrıca burada günlük ortalama 4.05 çeşit tatlı servisi yapılmakta ben islak kek yedim gayet başarılıydı. Revani ve Ankara sarması da güzel görünüyordu. Çalışan bütün arkadaşlara teşekkür ediyorum.","Değerli misafirimiz Refaettin Kurt;
Bizlere vakit ayırdığınız ve bizleri onore eden nazik ve samimi yorumlarınız için çok teşekkür ediyoruz.  Değerli misafirlerimizin memnuniyeti bizim motivasyon kaynağımızdır. 
Her zaman bekleriz. Saygı ve sevgilerimizle. 🧿🙏👍",9 ay önce,4,Ci9DQUlRQUNvZENodHljRjlvT2psTWRUbERTVmxzYlMweFJUVkJMVU15U0VSWFFsRRAB
Cümcük Restoran,HJ LEE,189,567,Evet,3,bir yıl önce,"Yağlamanın lezzetli olduğunu söyledikleri için gittim ama fotoğraftaki tabak tek kişilik ve fiyatı 635 TL. 20 cm'lik bir kasede üç yağlama için biraz pahalı geldi. Porsiyon küçüktü ama eti yağlıydı ve hafif kokuyordu. Sarımsaklı yoğurt fena değildi ve buradaki mezeler daha lezzetliydi. Daha fazla meze seçeneği olsa tekrar giderdim ama bana hitap eden bir şey olmadığı için bir daha gitmeyeceğim. Bir tabak yağlama, iki çeşit meze (her biri 0,5 porsiyon, 1 porsiyon), bir içecek ve bir su için yaklaşık 1.000 TL harcadım.",,,2,ChZDSUhNMG9nS0VNTFRvdGVSX1p2bklREAE
Cümcük Restoran,Merve Gecikli,10,,Evet,1,bir yıl önce,"Çok severek gittiğimiz bir restorandı, fakat giderek yiyecek ve hizmet kalitesinde ciddi bir düşüş söz konusu.. Özellikle Cümcüğün asıl sahipleri olmadığında , çalışanlarda büyük ciddiyetsizlik  hakim .. Eski ekip çok daha iyiydi.. Soğuk mantılar… Ödediğiniz fiyat karşısında alacağınız hizmet böyle maalesef …",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tkWVVqQldhWFJHUjA4eFZtVndka2hIYWpWTlMyYxAB
Cümcük Restoran,pelin karabulut,4,,Hayır,5,bir yıl önce,kayseriliyim hayatımda böyle mantı yemedim her şey harikaydı erman bey ve şükriye hanım aşırı ilgili ve ilgililerdi.Her şey için çok teşekkürler 💖💖 …,,,0,ChdDSUhNMG9nS0VPLV8yNEM2cjdqaHV3RRAB
Cümcük Restoran,Lara Karaca,1,1,Hayır,5,bir yıl önce,"Birçok çeşit denedik, hepsi olağanüstüydü. Lezzet konusunda kesinlikle bir numaralar 👌🏼 Ama kayseri yağlaması bir başkaydı 🤩🤩🤩 10 numara 5 yıldız 🌟 …",,,1,ChdDSUhNMG9nS0VNMmsxNENTbi1LLW5RRRAB
Cümcük Restoran,cemre er,2,,Hayır,5,bir yıl önce,cok güzel bir yer herkese tavsiye ederim ❤️,,,0,ChZDSUhNMG9nS0VQaUUxWjZOcjlEME13EAE
Cümcük Restoran,Deniz Kocagül,3,1,Hayır,5,bir yıl önce,Burada yağlama yiyene kadar bu hayatta en sevdiğim yemeğin yağlama olduğunu bilmiyordum. Mezeleri olsun tatlıları olsun ne yediysem mükemmeldi. Emeği geçen herkesin ellerine sağlık. Çalışanların ilgisiyle de insan kendini resmen evinde hissediyor.,,,0,ChdDSUhNMG9nS0VPdmZqOWJ5dzRlcjh3RRAB
Cümcük Restoran,Berra Ada Afacan,1,,Hayır,3,bir yıl önce,,,,0,ChdDSUhNMG9nS0VOM3R0TUt3eUtHSHRRRRAB
Cümcük Restoran,Furkan Ertürk,7,3,Hayır,5,bir yıl önce,Oldukça samimi bir mekan. Gerçekten ilgililer. Tepsi mantısını tavsiye ederim.,,,1,ChdDSUhNMG9nS0VPMzFpbzNweWJ2bXFBRRAB
Cümcük Restoran,Levent Küçükerol,35,26,Evet,4,bir yıl önce,,,,0,ChdDSUhNMG9nS0VJN3BwOEdJb1kyTzVRRRAB
Cümcük Restoran,feyzullah yesil,235,106,Evet,5,bir yıl önce,Ortam çok tatlı bir dekorasyona sahip. Her şey el yapımı. Yaklaşık 30 kadının el emeği ürünleri sunuluyor. Soğuk çeşitleri ve mantı çeşitleri bol. Kavanozlarda da satılan ürünler var. Sinop mantısını çok beğendim.,,,3,ChdDSUhNMG9nS0VKYWZ0OGVaaXAzTzFnRRAB
Cümcük Restoran,Onur Ucar,21,15,Evet,2,bir yıl önce,"Porsiyonlar fiyatlara kıyasla çok küçük! Yediğimiz mantıların yanında bir de üçlü meze tabağı aldık, mezeler küçücük reçel kaselerinde geliyor. 3 meze için Mayıs 2025'te 375 lira ödedik ve örnek olması açısından söylüyorum, mercimek köftesi istediğimizde sadece iki küçük mercimek köftesi ve bir parça da marul geldi. Yani iki adet mercimek köftesi için 125 lira ödemiş olduk.

Servis de çok yavaş. En az 20 dakika kadar bekledik üstelik siparişimiz eksik de geldi. Sonradan iki defa eksik gelen ürünler için garsonu çağırmak zorunda kaldık. Yemeğimiz bitince garson arkadaşlar yemeğimizin bittiğini gördüğü halde görmezden geldiler. Acaba ne zaman masayı toplayıp çay ikram etmeyi teklif edecekler diye 20 dakika daha bekledik ancak kendi aralarında sohbet etmekle meşguldüler.

Bir daha geleceğimi zannetmiyorum.

Yine de mantıları lezzetli.",,,0,ChdDSUhNMG9nS0VLU2RoS1BNOHRueDFBRRAB
Cümcük Restoran,T 1903,49,10,Evet,4,bir yıl önce,"Temiz, güleryüzlü bir mekan. Yemekler de güzel. Tavsiye ederim.",,,0,ChZDSUhNMG9nS0VJdTAyTWZVeHFHcE9REAE
Cümcük Restoran,Caner Şahan,20,,Evet,4,bir yıl önce,,,,0,ChZDSUhNMG9nS0VQMmF3TmJTejVMVlF3EAE
Cümcük Restoran,B A,3,,Hayır,5,bir yıl önce,"Aile restoranı, kadın işletmesi. Güzel ve temiz içerikli yiyecekleri var hepsi el yapımı.",,,0,ChdDSUhNMG9nS0VLamNxOGEyLU5TU21BRRAB
Cümcük Restoran,Abdullah Duman,27,3,Evet,5,bir yıl önce,,,,0,ChdDSUhNMG9nS0VNcnUydXJBejlXQTNBRRAB
Cümcük Restoran,Ahmet Öztürk,7,1,Hayır,5,bir yıl önce,Müşteriye kıymet veren nadir mekanlardan. Ürünleri ise gayet kaliteli. Ekşili yaprak sarma ve tepsi mantısını yemenizi öneririm.,,,0,ChZDSUhNMG9nS0VJelI4N1N2aE1iZ0hnEAE
Cümcük Restoran,Ece Ural,1,,Hayır,5,bir yıl önce,"Güzel, temiz ve lezzetli.",,,0,ChdDSUhNMG9nS0VLcVhoWldsNVlQMHV3RRAB
Cümcük Restoran,C A,62,5,Evet,2,bir yıl önce,"Mantısı iyi denildiği için geldik, siparişlerimizi yavaş da olsa verebildik. İçli köfte idare ederdi. İçeride epey çalışan var ve sürekli bir git gel ile baş döndüren personel kaynıyordu. Mantı siparişlerimizi beklerken sürekli bir dondurucuya gitme gelme durumu gözlemledik. Meğersem mantılar günlük taze değil dondurucuda bekliyormuş. Ee bu şekilde hiçbir mantı lezzetli olamaz tabii ki de. O kadar çalışanın olduğu yerde bu fiyata taze mantı yemeyi bekliyor insan. Ne yazık ki tavsiye edemiyorum çünkü lezzet son derece sıradan.",,,0,ChZDSUhNMG9nS0VJQ0FnTUNvcU9UYmRBEAE
Cümcük Restoran,Onur Ertürk,4,,Evet,3,bir yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnTURJa18zdDh3RRAB
Cümcük Restoran,İbrahim Atabay,96,1,Evet,5,bir yıl önce düzenlendi,"Her şey mükemmel.
Ellerinize sağlık....ancak gösterilen menü de ki fiyat ile hesap alırken fiyat farklı. Lütfen daha özen gösteriniz.",,,0,ChZDSUhNMG9nS0VJQ0FnSUNEeHBHbFZ3EAE
Cümcük Restoran,Altan Bozkurt,31,42,Evet,5,bir yıl önce,Mantıları harika 🤩 …,,,2,ChdDSUhNMG9nS0VJQ0FnTURJbmUycXFBRRAB
Cümcük Restoran,Ayşe Nur Turgut,12,26,Evet,5,bir yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnTURJdnJTUENBEAE
Cümcük Restoran,Büşra a.,6,,Hayır,5,bir yıl önce,Tepsi mantısı açık ara en güzeli…,,,0,ChdDSUhNMG9nS0VJQ0FnTUNJMzlIbjZ3RRAB
Cümcük Restoran,GİZEM AÇAN,5,,Hayır,1,bir yıl önce,Klasik mantı siparişi verdik fakat kıyma o kadar kötüydü ve ağır kokuyordu ki yiyemedim ne eti olduğunu bilemiyorum midemiz yandı . İçeriye iletememe rağmen hiç şekilde telafi veya Özür dilenmedi .,,,0,ChZDSUhNMG9nS0VJQ0FnTUNJczZ1NkJREAE
Cümcük Restoran,Zeki Koltukoğlu,14,,Evet,5,bir yıl önce,"Çok başarılı bir küçük restorant. Aile ortamı gibi. Malzemeler kaliteli, hersey kendi yapımları. Ekmekler dahil ve çok lezzetli. Etli Yaprak dolması yedik, çok iyiydi. Tüm mezeler güzel. Fiyatlar normal sayılır.",Öncelikle ziyaretiniz ve bizleri onore eden yorum ve görüşleriniz için çok teşekkür ederiz. Siz kıymetli misafirlerimizi layıkıyla ağırlamak bizleri çok mutlu ediyor. Saygı ve sevgilerimizle🙏👍🧿 …,bir yıl önce,0,ChdDSUhNMG9nS0VJQ0FnTUNJLVlDSV93RRAB
Cümcük Restoran,Nihad MERT,19,44,Evet,4,bir yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnTUNJdWJtaDZBRRAB
Cümcük Restoran,Elif Akar,7,,Hayır,5,bir yıl önce,"Mekanın tatlılığı, yemeklerin lezzeti ve çalışanların ilgisi harikaydı. Aile işletmesine tam destek",Kıymetli misafirimiz bizleri onore eden değerli görüşleriniz için çok teşekkür ediyoruz. Sizleri layıkıyla ağırlamak bizlere şeref veriyor. Saygı ve sevgilerimizle 🧿🙏👍 …,bir yıl önce,0,ChZDSUhNMG9nS0VJQ0FnTUNJc09lcFR3EAE
Cümcük Restoran,serap yıldırım,18,1,Evet,5,bir yıl önce,Lezzeti yerinde her zamanki gibi. Ama eskiden cevizle yogurt esit miktarda olurdu tabakta. Simdi cevizi azaltmislar.,,,0,ChdDSUhNMG9nS0VJQ0FnTUNJZ04yYy1RRRAB
